Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2014-01-02,17.15670394897461,17.27767244413937,17.122274989377967,17.2357991165468,234684800
2014-01-03,16.779836654663086,17.174378085595585,16.762776236328854,17.148324462956417,392467600
2014-01-06,16.871347427368164,16.960366785069375,16.550936380207684,16.67035440988223,412610800
2014-01-07,16.75068473815918,16.934307497982214,16.684927815914186,16.88343931055025,317209200
2014-01-08,16.856765747070312,16.921901481970018,16.708812660976314,16.71253318844471,258529600
2014-01-09,16.64150619506836,16.962226977500755,16.60521530968146,16.96036505696146,279148800
2014-01-10,16.53045654296875,16.774253731516367,16.473694494640075,16.74416649974745,304976000
2014-01-13,16.61699867248535,16.826986479339947,16.435545949927505,16.436476909951583,378492800
2014-01-14,16.947641372680664,16.95818672886797,16.676857961666794,16.694228147808815,332561600
2014-01-15,17.287906646728516,17.375996671088593,17.11110706231483,17.16880008139063,391638800
2014-01-16,17.191444396972656,17.272090060716135,17.111728036847616,17.211605812908527,229278000
2014-01-17,16.770221710205078,17.123820810925455,16.746338116865875,17.105521320315233,426739600
2014-01-21,17.030776977539062,17.06179352607092,16.762474887568537,16.780154850315842,328526800
2014-01-22,17.106454849243164,17.285734225336647,16.99169000816716,17.087843931538615,379985200
2014-01-23,17.251304626464844,17.261230448870354,16.898636445809267,17.057756059094654,403239200
2014-01-24,16.937719345092773,17.233935253095847,16.896775325731788,17.183686603045434,429354800
2014-01-27,17.075124740600586,17.20850049556836,16.927792868393958,17.061788159011268,554878800
2014-01-28,15.71036148071289,15.974008756876577,15.572952081216453,15.780460136045445,1065523200
2014-01-29,15.532010078430176,15.737346449763985,15.465943373864024,15.631266675749814,502810000
2014-01-30,15.501921653747559,15.710360657895494,15.406388904735277,15.587530234645321,678501600
2014-01-31,15.527355194091797,15.55620170675192,15.308682261782305,15.359240686779412,464797200
2014-02-03,15.55620002746582,15.74850953893599,15.487032345939486,15.589699680764996,401464000
2014-02-04,15.781387329101562,15.802169936852112,15.594352141909884,15.690196307527534,376681200
2014-02-05,15.89925479888916,15.982691684566639,15.702603556134363,15.712219612068724,328344800
2014-02-06,15.991920471191406,16.02281270220563,15.845264862029795,15.915473114530624,257765200
2014-02-07,16.215646743774414,16.317057183178058,16.143880381382544,16.268692460759,370280400
2014-02-10,16.506153106689453,16.59976302631733,16.163230578637634,16.18382429435596,345559200
2014-02-11,16.72364044189453,16.77949243921473,16.522065990890653,16.55670269468288,282256800
2014-02-12,16.72239112854004,16.83597152443737,16.638768107815782,16.754531524321486,308100800
2014-02-13,16.987932205200195,17.001036995166125,16.668722918279567,16.683075862834063,307398000
2014-02-14,16.974201202392578,17.036297311112687,16.88745862269669,16.92677299343777,272924400
2014-02-18,17.036609649658203,17.198864757191917,17.02475134709974,17.03692127171813,260251600
2014-02-19,16.76763153076172,17.064685558705257,16.67339839018934,16.997910143555725,313768000
2014-02-20,16.57355308532715,16.756091943025368,16.506466026533342,16.630966529527633,305858000
2014-02-21,16.389453887939453,16.68026722911539,16.36917179333646,16.624725185477416,278784800
2014-02-24,16.461219787597656,16.53517252506289,16.301149388977603,16.32392779197937,288909600
2014-02-25,16.289918899536133,16.524253699371606,16.256843632633363,16.518326214266146,231952000
2014-02-26,16.14295196533203,16.381656145347907,16.088346444847538,16.33828401761201,276217200
2014-02-27,16.464969635009766,16.49960468035907,16.10238817007993,16.136399971252914,301882000
2014-02-28,16.42034912109375,16.623481726161387,16.291790846890546,16.50896477643951,371968800
2014-03-03,16.4677734375,16.557950514774912,16.31331723833934,16.33235117736869,238781200
2014-03-04,16.57636070251465,16.620046111947918,16.468086211096857,16.568873441611206,259140000
2014-03-05,16.611312866210938,16.685887201859245,16.510525612421187,16.566380958274014,200062800
2014-03-06,16.56106948852539,16.6762096511325,16.478381340950136,16.62472369773699,185488800
2014-03-07,16.5513973236084,16.59945043509736,16.41441529359369,16.571679416129278,220729600
2014-03-10,16.566375732421875,16.641574954984556,16.485870603626875,16.486495514065666,178584000
2014-03-11,16.727693557739258,16.810381703434317,16.61848254773782,16.707724753832288,279224400
2014-03-12,16.743921279907227,16.767011305382912,16.600075220506156,16.67839566705146,199326400
2014-03-13,16.55795669555664,16.83909651208941,16.51146334087717,16.769826412902447,257742800
2014-03-14,16.371986389160156,16.56544540201833,16.31925226052169,16.499918102087165,237199200
2014-03-17,16.43595314025879,16.536738739047113,16.408182108449804,16.46590885989865,199544800
2014-03-18,16.581361770629883,16.599147565498683,16.387902715265074,16.40974459789839,209647200
2014-03-19,16.576988220214844,16.732379320711544,16.506468309966696,16.60819208900346,224756000
2014-03-20,16.497102737426758,16.620979974096514,16.454978777776272,16.534234079658425,208398400
2014-03-21,16.62721824645996,16.654677640887805,16.423150852186076,16.597887453807665,374046400
2014-03-24,16.824432373046875,16.865308198358314,16.695562455854592,16.80040580656066,355700800
2014-03-25,17.005403518676758,17.02911845420789,16.836905993811367,16.896505787871583,282293200
2014-03-26,16.842844009399414,17.130537940954863,16.814138107180508,17.053153987550743,299768000
2014-03-27,16.770444869995117,16.89650681590267,16.69743032684871,16.850325096532217,222031600
2014-03-28,16.751724243164062,16.81662662132499,16.670284231786994,16.79728105663271,200564000
2014-03-31,16.747974395751953,16.874971167140885,16.72269802382177,16.825669910313717,168669200
2014-04-01,16.901182174682617,16.908047856460165,16.748910684851275,16.77980125356739,200760000
2014-04-02,16.929264068603516,16.958283237831193,16.857809322002304,16.923959829735267,180420800
2014-04-03,16.81194305419922,16.92770645753846,16.776059865333785,16.893071423062114,162344000
2014-04-04,16.594449996948242,16.84969164620271,16.555758891080856,16.843764164784403,275251200
2014-04-07,16.333913803100586,16.5657539532883,16.284614192658438,16.475888482347465,289850400
2014-04-08,16.332977294921875,16.41660198402736,16.185073479180033,16.38758280710968,243888400
2014-04-09,16.547658920288086,16.552963161857033,16.288672618309928,16.308018185502487,206169600
2014-04-10,16.3342227935791,16.607561932106936,16.324549180703453,16.55888391217402,239652000
2014-04-11,16.213472366333008,16.313946327094847,16.136400058018026,16.19443675600042,271717600
2014-04-14,16.278060913085938,16.293037102072578,16.138582550785646,16.28492493027031,205674000
2014-04-15,16.1619873046875,16.276814218735094,15.955110219709058,16.23406699789585,266490000
2014-04-16,16.194747924804688,16.259650298838192,16.042788015550027,16.164792213822423,214765600
2014-04-17,16.379783630371094,16.46777770997758,16.200677583821108,16.22564067965675,284334400
2014-04-21,16.574176788330078,16.60444245162793,16.349200691340414,16.392261187960635,182548800
2014-04-22,16.59071159362793,16.594767678416115,16.428454870679637,16.484931768607506,202563200
2014-04-23,16.373849868774414,16.572926315686175,16.364487878210387,16.508335579790543,394940000
2014-04-24,17.716205596923828,17.78578893669151,17.496535479299645,17.729935291730467,759911600
2014-04-25,17.846328735351562,17.847886845359504,17.59732775823238,17.61511187588451,390275200
2014-04-28,18.537485122680664,18.589282718371337,17.865367866472216,17.873170084502124,669485600
2014-04-29,18.482561111450195,18.59645313224719,18.39456871443295,18.526558143172814,337377600
2014-04-30,18.412668228149414,18.70410651933555,18.40361952314312,18.492236840790394,456640800
2014-05-01,18.45604133605957,18.559634839898877,18.296280872566054,18.472265680198223,244048000
2014-05-02,18.490371704101562,18.540922824555896,18.40081948184689,18.48288443908751,191514400
2014-05-05,18.75184440612793,18.753094227131584,18.40985838454008,18.414227758768856,287067200
2014-05-06,18.54746437072754,18.859494666135024,18.54746437072754,18.778054667380136,374564400
2014-05-07,18.482561111450195,18.637328944349456,18.339026669613812,18.57367472808779,282864400
2014-05-08,18.449617385864258,18.651060928629196,18.39972738191126,18.457774867365103,230297200
2014-05-09,18.37274169921875,18.395018928335006,18.209263636659298,18.34136355003853,291597600
2014-05-12,18.601484298706055,18.62752690759732,18.43110386893838,18.43392915936954,213208800
2014-05-13,18.630659103393555,18.6551332173657,18.53464617397567,18.575435246772386,159737200
2014-05-14,18.634111404418945,18.744874157598503,18.567278052652473,18.58892855298652,166404000
2014-05-15,18.475662231445312,18.719778413956412,18.451188108244157,18.66016243264835,230846000
2014-05-16,18.74832534790039,18.748952072882503,18.368344002129653,18.469692469824807,276256400
2014-05-19,18.97047233581543,19.05644590890705,18.742671273547657,18.758987903139182,317755200
2014-05-20,18.9742488861084,19.027275868840793,18.849366353522473,18.967973255646612,234836000
2014-05-21,19.024450302124023,19.036686523467225,18.89109693889881,18.946634168117697,196859600
2014-05-22,19.0545711517334,19.13552593640161,18.955106192123246,19.033549049194324,200760000
2014-05-23,19.269821166992188,19.288648056059042,19.029470414979812,19.053944532898942,232209600
2014-05-27,19.630661010742188,19.637876727596673,19.31688625037646,19.324730368025282,348866000
2014-05-28,19.5798282623291,19.76244487540918,19.57261087010381,19.64289623859824,315481600
2014-05-29,19.936588287353516,19.983341302488412,19.697806060162407,19.700316311656028,376474000
2014-05-30,19.86191749572754,20.212402680732,19.73326957703654,20.018176514394717,564020800
2014-06-02,19.725419998168945,19.91933274823033,19.532449011407426,19.89203501841734,369350800
2014-06-03,20.004365921020508,20.04201969816645,19.712870051491652,19.719459043558313,292709200
2014-06-04,20.232797622680664,20.329127297236955,19.95950018938398,20.001232714654048,335482000
2014-06-05,20.312183380126953,20.37556641590984,20.163455113474186,20.276099758365298,303805600
2014-06-06,20.25632095336914,20.43486047275414,20.221807513463997,20.392186202962705,349938400
2014-06-09,20.580453872680664,20.619989498063713,20.15215266081046,20.360811881827143,301660000
2014-06-10,20.701257705688477,20.876971969240472,20.5519010843899,20.806686598966756,251108000
2014-06-11,20.6155948638916,20.813272966531176,20.529934632036984,20.674897456815874,182724000
