Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2014-06-12,20.270763397216797,20.67270871919958,20.18510313853007,20.65513695440853,218996000
2014-06-13,20.048927307128906,20.303712905383197,19.9610701464986,20.250997603563437,218100000
2014-06-16,20.250991821289062,20.371795592129576,20.08626032054408,20.099439980103806,142244000
2014-06-17,20.224632263183594,20.360809207153395,20.16313278194108,20.27514897603201,118904000
2014-06-18,20.246599197387695,20.27075995093383,20.064295939079734,20.266366172615204,134056000
2014-06-19,20.17631721496582,20.272960245383693,20.06210241979275,20.27076335585536,142112000
2014-06-20,19.967660903930664,20.327873755938302,19.965464014077845,20.17412330522443,403592000
2014-06-23,19.95008087158203,20.12359823187791,19.89956248031198,20.05770496947963,174776000
2014-06-24,19.82927894592285,20.149956056005394,19.809511970820125,19.932510951198243,156144000
2014-06-25,19.846853256225586,19.921530739406084,19.690907621581918,19.813906617754807,147476000
2014-06-26,19.9654598236084,19.99840646154176,19.723853938323096,19.849049821881383,130516000
2014-06-27,20.202674865722656,20.207066969044384,19.936906532025834,19.947889303933735,256116000
2014-06-30,20.411331176757812,20.587045447480097,20.226831024925865,20.229027914137152,197929200
2014-07-01,20.540925979614258,20.6617297903526,20.45526570499472,20.540925979614258,152892000
2014-07-02,20.532135009765625,20.659526096904308,20.44647308761987,20.617795256175896,113860000
2014-07-03,20.652936935424805,20.668311808353355,20.47063367374664,20.57386568158212,91567200
2014-07-07,21.079044342041016,21.08343644499535,20.66831317278437,20.677099054428616,225872000
2014-07-08,20.94286346435547,21.261345356102726,20.62877535083115,21.144933693490376,260888000
2014-07-09,20.951648712158203,21.07464768691861,20.813274865552746,20.96263148164839,145744000
2014-07-10,20.874773025512695,20.986790899395082,20.540916292770937,20.593631572089265,158744000
2014-07-11,20.91431427001953,21.06147402727664,20.835243005518702,20.945064020021444,136072000
2014-07-14,21.184471130371094,21.281114150715258,21.008758528341897,21.054883149214643,171240000
2014-07-15,20.9362735748291,21.272325537849127,20.8725771992115,21.261344444233536,181911600
2014-07-16,20.81767463684082,21.32724416022607,20.80888875315915,21.298691295062607,213585200
2014-07-17,20.446475982666016,20.927492569643437,20.332262863192547,20.87258206156787,229192000
2014-07-18,20.740795135498047,20.808883622573326,20.431099096086832,20.562885643083,199952000
2014-07-21,20.6331729888916,20.865993006199027,20.58485147381216,20.863796116676582,156316000
2014-07-22,20.804492950439453,20.84183169264628,20.6727080701158,20.795707068319786,220788000
2014-07-23,21.347013473510742,21.498565363403397,20.903335550498348,20.958246068394413,371672000
2014-07-24,21.31186294555664,21.37555932650644,21.177881191789037,21.314059834757796,182916000
2014-07-25,21.452434539794922,21.48977327901427,21.226203539455245,21.2723281600913,173876000
2014-07-28,21.748947143554688,21.79726864509783,21.426074855101895,21.485377449709684,221272000
2014-07-29,21.608381271362305,21.84120295149177,21.57982841209713,21.81704219529215,172572000
2014-07-30,21.557865142822266,21.678667251433044,21.452436233234852,21.621561531319877,132040000
2014-07-31,20.997777938842773,21.404115363181834,20.938475327484717,21.340420648504402,227372000
2014-08-01,21.11419105529785,21.221816873423457,20.824263597212312,20.844032254398307,194044000
2014-08-04,20.995574951171875,21.213021706377564,20.903325726637167,21.166897094110208,159832000
2014-08-05,20.89234733581543,21.01534631777004,20.725418949065993,20.94506094583377,223732000
2014-08-06,20.857206344604492,20.97142113520433,20.80229583874494,20.811081720770748,154232000
2014-08-07,20.85500144958496,21.179479830071507,20.771121241071796,20.95433132547886,186844000
2014-08-08,20.91239356994629,20.9300527404662,20.590121286278343,20.80644191496923,167460000
2014-08-11,21.18830680847168,21.2081737916497,20.934461765208795,21.029377679330715,146340000
2014-08-12,21.183895111083984,21.38476267660794,21.104430538065216,21.199346462278132,135180000
2014-08-13,21.464231491088867,21.464231491088867,21.199350651398234,21.223631591511527,127664000
2014-08-14,21.521621704101562,21.53707305744935,21.367108170623673,21.48409722940996,112464000
2014-08-15,21.627567291259766,21.67392133468626,21.38034404224786,21.60990812688664,195804000
2014-08-18,21.88804054260254,21.93439459973337,21.62757368534041,21.740147102341957,190288000
2014-08-19,22.190441131591797,22.223551646563276,21.92335256321115,21.943219545822338,277596000
2014-08-20,22.199268341064453,22.314049538746787,22.062412346380782,22.170573462661512,210796000
2014-08-21,22.20147705078125,22.28094160778546,22.09773156335516,22.19926923417818,133912000
2014-08-22,22.36482048034668,22.397930993652686,22.115391090373354,22.1374642045538,176736000
2014-08-25,22.41338539123535,22.55244754515461,22.355993939301783,22.46856902622931,161080000
2014-08-26,22.26991081237793,22.404559035890745,22.263289044675844,22.3868998659711,132608000
2014-08-27,22.543622970581055,22.64074672865367,22.22797244091633,22.29860744204061,209476000
2014-08-28,22.570110321044922,22.687099376485016,22.417802925207962,22.424424693014583,273840000
2014-08-29,22.625288009643555,22.7135821533246,22.559066980865094,22.704752570549424,178380000
2014-09-02,22.801876068115234,22.898998109525806,22.673849645266415,22.748898571995976,214256000
2014-09-03,21.839468002319336,22.77979558900195,21.7600034620264,22.757722479825087,501684000
2014-09-04,21.658470153808594,22.0933157123717,21.585627363260983,21.819605398761116,342872000
2014-09-05,21.846092224121094,21.938800303534777,21.70040665583919,21.80856776589229,233828000
2014-09-08,21.711448669433594,21.92114580088835,21.643021503519673,21.918939668102684,185426800
2014-09-09,21.629777908325195,22.75331763447084,21.221419330936403,21.870379441599525,759385200
2014-09-10,22.2941837310791,22.318464659967304,21.579004447285225,21.634188070381953,403478400
2014-09-11,22.389108657836914,22.39131647519076,21.98957960442226,22.163960125809577,249412400
2014-09-12,22.43987274169922,22.55686177113313,22.311846312327066,22.340541194467395,250504400
2014-09-15,22.43325424194336,22.746698618211116,22.39131581787865,22.693721107701233,245266000
2014-09-16,22.263288497924805,22.351582661283537,21.828441132741702,22.029310396484593,267632400
2014-09-17,22.422210693359375,22.470772552332424,22.203682327980655,22.353781853865275,243706000
2014-09-18,22.46856689453125,22.5921776862875,22.41779721416237,22.499469592470312,149197600
2014-09-19,22.285354614257812,22.592175430351517,22.183816947729806,22.578931899434558,283609600
2014-09-22,22.307437896728516,22.545831666336884,22.20148623295013,22.470782711499805,211153600
2014-09-23,22.65619659423828,22.72241764022342,22.192654324555782,22.20589786012435,253608800
2014-09-24,22.459733963012695,22.70254156093387,22.338329322016865,22.550235910676946,240687200
2014-09-25,21.603290557861328,22.230175858248796,21.570180039247415,22.186029622810864,400368000
2014-09-26,22.23900604248047,22.23900604248047,21.720280183762863,21.748975069165027,249482000
2014-09-29,22.09773063659668,22.17057342480735,21.771042839939174,21.77545847296013,199065200
2014-09-30,22.23900604248047,22.413386540088187,22.190444171745284,22.252249576655164,221056400
2014-10-01,21.8924503326416,22.22575993808514,21.78649701928371,22.20368513825211,205965200
2014-10-02,22.051382064819336,22.1220170540427,21.640815663686354,21.912318219359822,191031200
2014-10-03,21.989566802978516,22.11979932182879,21.86154041612656,21.949834534095846,173878400
2014-10-06,21.989566802978516,22.216923020002028,21.945418901958757,22.062407892538218,148204800
2014-10-07,21.79753303527832,22.09993992264079,21.793119086034427,21.947632570630912,168376800
2014-10-08,22.25004005432129,22.318467215894998,21.700409892803012,21.799741436194967,229618800
2014-10-09,22.298603057861328,22.598802174634514,22.208102769872717,22.4133859646651,309506000
2014-10-10,22.234588623046875,22.521542484506288,22.13967271343959,22.225759040284487,265326400
2014-10-13,22.031517028808594,22.466364403844498,22.031517028808594,22.367034520359734,214333600
2014-10-14,21.79753303527832,22.188232380084113,21.757800755800556,22.1595374998221,254754400
2014-10-15,21.530447006225586,21.88582974659674,21.009513362603425,21.625362924785662,403734400
2014-10-16,21.24790382385254,21.5701759975627,21.060279832290746,21.09118252812113,288618000
2014-10-17,21.559139251708984,21.85271655505998,21.36930743781816,21.521614789074224,272718800
2014-10-20,22.020475387573242,22.06462161634279,21.680544037021534,21.702617151406308,310069200
2014-10-21,22.618671417236328,22.740074419004866,22.353788925605592,22.740074419004866,378495600
2014-10-22,22.73345184326172,22.980675156514167,22.647365499661618,22.700341322476056,273052400
2014-10-23,23.139604568481445,23.188166441635445,22.874722083297176,22.974053646767924,284298800
2014-10-24,23.22568702697754,23.285284607831407,23.07337966558208,23.216857443874968,188215600
2014-10-27,23.20140266418457,23.283075032755164,23.110900713816843,23.144011224538463,136750800
2014-10-28,23.56120491027832,23.56120491027832,23.254384026822176,23.26542142772328,192243600
2014-10-29,23.69364356994629,23.700267020445676,23.47732467428238,23.541337889876626,210751600
2014-10-30,23.614181518554688,23.695852219471508,23.375787814323754,23.60976588473326,162619200
2014-10-31,23.839330673217773,23.848160257037105,23.66495018194554,23.841538490190334,178557200
2014-11-03,24.148353576660156,24.3470149547527,23.84153276985576,23.88788681073227,209130400
2014-11-04,23.97177505493164,24.168228696436643,23.77752923076692,24.13953380729779,166297600
2014-11-05,24.029159545898438,24.12628327183869,23.868022608231264,24.082135358197345,149743600
2014-11-06,24.097885131835938,24.117838262709345,23.898363971341695,24.07571630193361,139874000
2014-11-07,24.166606903076172,24.235330772378422,24.064628948463042,24.10896660129552,134766000
2014-11-10,24.126707077026367,24.237552922248717,24.091235594696,24.168827348076967,108782000
2014-11-11,24.319576263427734,24.33066152381477,24.031378098470746,24.097884586673157,109769200
2014-11-12,24.663198471069336,24.703103039621276,24.246418737261582,24.24863443618936,187769600
2014-11-13,25.01125144958496,25.150916577757336,24.74078737067745,24.785126714728783,238091600
2014-11-14,25.312755584716797,25.314972975057053,24.65433103764171,25.084413429495097,176254400
2014-11-17,25.27063751220703,26.000003440000825,25.117671382665648,25.33271092029612,186986800
2014-11-18,25.598739624023438,25.647512066269993,25.248466349137583,25.259551610147568,176896000
2014-11-19,25.42137908935547,25.658589068442986,25.228508451585622,25.592082593525873,167476800
2014-11-20,25.784957885742188,25.90688898215942,25.46128824687572,25.474590897358752,173582000
2014-11-21,25.820430755615234,26.06429127020822,25.722885873228712,26.050990310382176,228717200
2014-11-24,26.299278259277344,26.330314953113117,25.85367928718958,25.90466741647423,189803200
2014-11-25,26.070941925048828,26.54757938803562,26.03768783388727,26.396828973960105,275361600
2014-11-26,26.381305694580078,26.4034745207547,26.121926876453646,26.14631309265764,163073200
2014-11-28,26.365793228149414,26.469988594921787,26.17070514637508,26.441167592230382,99257600
2014-12-01,25.510066986083984,26.436738473610564,24.667637746014858,26.339193572384506,335256000
2014-12-02,25.41251564025879,25.660810920696825,24.995735907633406,25.162004660899264,237395600
2014-12-03,25.700716018676758,25.793826116494518,25.518928912348787,25.660811449415824,172253600
2014-12-04,25.603174209594727,25.982266817334185,25.558836545710864,25.66524761558152,168178000
2014-12-05,25.494537353515625,25.733964718939006,25.41472823170783,25.714011592800606,153275600
2014-12-08,24.918142318725586,25.416948541643865,24.74522309873361,25.295017455047937,230659600
2014-12-09,25.29945945739746,25.339364034277175,24.241989015771903,24.42821093833508,240832000
2014-12-10,24.818378448486328,25.461284543461264,24.727485755501267,25.363741371888636,178261200
2014-12-11,24.745223999023438,25.228511891355673,24.683148912715097,24.887106527839034,165606800
2014-12-12,24.32622718811035,24.800647216747997,24.292973100026312,24.48806115668047,224112400
2014-12-15,23.99369239807129,24.740792312298716,23.576910937607764,24.54126945264845,268872400
2014-12-16,23.665586471557617,24.421555900447334,23.556958023633342,23.581344243363542,243162800
2014-12-17,24.255285263061523,24.350611052870573,23.681102985790304,23.74761116014927,213647200
2014-12-18,24.97356414794922,24.97356414794922,24.532398247976165,24.80064493546596,236024800
2014-12-19,24.78069496154785,25.104364601479507,24.754093043240715,24.887107708896114,353719200
2014-12-22,25.037860870361328,25.159790289227878,24.822819653050875,24.864941616838035,180670000
2014-12-23,24.94918441772461,25.124321065772598,24.931448675584022,25.102152233783595,104113600
2014-12-24,24.831687927246094,24.986871441550772,24.831687927246094,24.958052129286603,57918400
2014-12-26,25.27063751220703,25.388133847714734,24.831688874220774,24.851640316232185,134884000
2014-12-29,25.25290298461914,25.443556295279908,25.20634623805685,25.226299371065473,110395600
2014-12-30,24.94474983215332,25.255118556554045,24.853857112873477,25.193045149948595,119526000
2014-12-31,24.47032928466797,25.079981460852935,24.43264210152434,25.011257574958858,165613600
2015-01-02,24.237552642822266,24.705322239577697,23.798602356597982,24.694236978633914,212818400
2015-01-05,23.554744720458984,24.086805174772298,23.368524491704783,24.006996022056626,257142000
2015-01-06,23.556961059570312,23.816339948630354,23.195602497746687,23.619034466383983,263188400
2015-01-07,23.887271881103516,23.987032432828137,23.654495005248968,23.765340814442027,160423600
2015-01-08,24.805078506469727,24.862718808875904,24.097881603917656,24.215379598807615,237458000
2015-01-09,24.831687927246094,25.10658516317443,24.432642188500562,24.978003570537155,214798000
2015-01-12,24.219810485839844,24.969127583509795,24.120049929266553,24.96247710525463,198603200
2015-01-13,24.434860229492188,25.006825239793912,24.144444634403246,24.703106992143734,268367600
2015-01-14,24.34174919128418,24.49471531323738,24.053549306454705,24.173263026705097,195826400
2015-01-15,23.68109893798828,24.39937931797329,23.645629158066633,24.386078361924277,240056000
2015-01-16,23.49709701538086,23.849587610976112,23.321960412602127,23.727656529493125,314053200
2015-01-20,24.102319717407227,24.157742637400762,23.610163917244932,23.907229956551088,199599600
2015-01-21,24.286325454711914,24.62107869073436,24.00255866913812,24.153309086853763,194303600
2015-01-22,24.918142318725586,24.933660666894788,24.324008616661335,24.443722313126493,215185600
2015-01-23,25.04672622680664,25.217428072632536,24.725272282705173,24.895975819904326,185859200
2015-01-26,25.07332992553711,25.35266192991213,25.006823433030068,25.215212472533512,222460000
2015-01-27,24.1954288482666,24.935879909246182,24.171042629136025,24.922577258846545,382274800
2015-01-28,25.56325912475586,26.186213701837968,25.56325912475586,26.07758359465284,585908400
2015-01-29,26.359148025512695,26.42343883259276,25.618696739981743,25.78718293469592,337745600
2015-01-30,25.9733943939209,26.602997864863603,25.90466883263632,26.248291564940033,334982000
2015-02-02,26.299278259277344,26.418991946089463,25.73396560037746,26.170698395403257,250956400
2015-02-03,26.303720474243164,26.401263671853233,26.073160903883434,26.270466381055748,207662800
2015-02-04,26.505460739135742,26.716068881898618,26.228346097111075,26.27046806393836,280598800
2015-02-05,26.694631576538086,26.759176077449222,26.541060119265104,26.712435609372086,168984800
2015-02-06,26.469844818115234,26.763632651229667,26.363012106960742,26.71244158799873,174826400
2015-02-09,26.645673751831055,26.672380657208517,26.358562632684485,26.385271236110356,155559200
2015-02-10,27.157577514648438,27.1865122612424,26.743605174485186,26.74582961803202,248034000
2015-02-11,27.79411506652832,27.803017933868055,27.26440719517657,27.324499427159374,294247200
2015-02-12,28.145776748657227,28.372795669606173,27.947692577307883,28.05674975412918,297898000
2015-02-13,28.283761978149414,28.32827461584955,27.965491694253423,28.32827461584955,217088800
2015-02-17,28.450693130493164,28.684388774580885,28.248156679210652,28.37501959221719,252609600
2015-02-18,28.64876937866211,28.66212282958764,28.366108881718322,28.4061709325431,179566800
2015-02-19,28.588680267333984,28.717769308178198,28.56197336098585,28.595356993921015,149449600
2015-02-20,28.82237434387207,28.82237434387207,28.499653457078956,28.62651465154113,195793600
2015-02-23,29.60135269165039,29.60135269165039,28.857981190998352,28.938105289015088,283896400
2015-02-24,29.416629791259766,29.73490182419154,29.194063171007127,29.58800703976149,276912400
2015-02-25,28.66435432434082,29.28976939734613,28.52191181926601,29.280864830474275,298846800
2015-02-26,29.027145385742188,29.127299710409833,28.17916689620593,28.664360618243748,365150000
2015-02-27,28.590904235839844,29.060519853426552,28.541939316766616,28.93365527325596,248059200
2015-03-02,28.731124877929688,28.995979705716593,28.555298738023403,28.766736353081935,192386800
2015-03-03,28.79121971130371,28.8268311875612,28.508559137168003,28.702194416757287,151265200
2015-03-04,28.60871124267578,28.835730141238916,28.559749711708278,28.733351399992724,126665200
2015-03-05,28.134647369384766,28.65545244734505,27.98997872615739,28.61761652931516,226068400
2015-03-06,28.17693519592285,28.793444017765854,28.101263356309413,28.57755411361783,291368400
2015-03-09,28.2971248626709,28.837963609500527,27.834185804856723,28.47962945495645,354114000
2015-03-10,27.711769104003906,28.3149244137179,27.553747014570217,28.13464600287989,275426400
2015-03-11,27.206544876098633,27.769638188666633,27.177611824964035,27.76518760312618,275756000
2015-03-12,27.698415756225586,27.79857175613911,27.070777942685456,27.22212331535712,193450800
2015-03-13,27.507007598876953,27.90985433352595,27.282216536512934,27.687287714754685,207309200
2015-03-16,27.8096981048584,27.8096981048584,27.34676083218295,27.571551892676595,143497200
2015-03-17,28.27486228942871,28.33718066843354,27.965494837905844,28.021136490309935,204092400
2015-03-18,28.593128204345703,28.7466996846989,28.125738735762134,28.265955066922743,261083600
2015-03-19,28.377239227294922,28.766730746100933,28.354982908687088,28.6554474550135,183238000
2015-03-20,28.021129608154297,28.577544297487986,27.856430832942756,28.544160672683525,274780400
2015-03-23,28.312702178955078,28.45514469325615,28.159130653391948,28.292671996341824,150838800
2015-03-24,28.19696617126465,28.4974290763615,28.168031423359356,28.317152352132542,131369200
2015-03-25,27.46026611328125,28.225895749966426,27.46026611328125,28.16357737452431,206620800
2015-03-26,27.651670455932617,27.794112926303246,27.286661413351865,27.32227287996862,190291600
2015-03-27,27.43132972717285,27.754050574155617,27.35565790850584,27.725117531379674,158184800
2015-03-30,28.125736236572266,28.132412961551175,27.59825288861356,27.60938189561045,188398800
2015-03-31,27.6939640045166,28.152450688573246,27.67838440937046,28.06342370286021,168362400
2015-04-01,27.653898239135742,27.847531779753435,27.3979463262866,27.780761124906427,162485600
2015-04-02,27.892047882080078,27.945463393763433,27.640548220607812,27.8275033605238,128880400
2015-04-06,28.343854904174805,28.37946637364715,27.67170454934332,27.702863736107464,148776000
2015-04-07,28.04561996459961,28.515233965620876,28.038943237758097,28.4084029400596,140049200
2015-04-08,27.95437240600586,28.132426414815317,27.8141560202514,28.010014071502706,149316800
2015-04-09,28.168027877807617,28.17248016063967,27.74515270337457,28.010005798237138,129936000
2015-04-10,28.28821563720703,28.312698100017467,27.878693892102373,28.032263697492386,160752000
2015-04-13,28.232580184936523,28.615396805853468,28.179164662551088,28.57088075744273,145460400
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400
2015-04-15,28.21699333190918,28.294891302452985,28.045617796712808,28.1346447764979,115881600
