Close,High,Low,Open,Volume,Return_1d,Return_5d,Volatility_5d,Lag1,Lag5,Target
AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,
16.53045654296875,16.774253731516367,16.473694494640075,16.74416649974745,304976000,-0.006673052955538217,-0.014861891496722901,0.008437137095006087,-0.012769920115865974,-0.021966182748875074,1
16.61699867248535,16.826986479339947,16.435545949927505,16.436476909951583,378492800,0.00523531393652954,-0.015075781942005206,0.008383094869717802,-0.006673052955538217,0.005453615228110609,1
16.947641372680664,16.95818672886797,16.676857961666794,16.694228147808815,332561600,0.01989785921706755,0.011758124375226497,0.012670129483388783,0.00523531393652954,-0.007151929608968266,1
17.287906646728516,17.375996671088593,17.11110706231483,17.16880008139063,391638800,0.020077441253645745,0.02557672723981086,0.01501035632688635,0.01989785921706755,0.006332935672144435,0
17.191444396972656,17.272090060716135,17.111728036847616,17.211605812908527,229278000,-0.005579753045121483,0.03304617956199585,0.013084884538359595,0.020077441253645745,-0.012769920115865974,0
16.770221710205078,17.123820810925455,16.746338116865875,17.105521320315233,426739600,-0.024501878785807785,0.014504449203389447,0.01878919533967552,-0.005579753045121483,-0.006673052955538217,1
17.030776977539062,17.06179352607092,16.762474887568537,16.780154850315842,328526800,0.015536781316100923,0.02490090498345232,0.01963768172078482,-0.024501878785807785,0.00523531393652954,0
17.106454849243164,17.285734225336647,16.99169000816716,17.087843931538615,379985200,0.00444359478160683,0.009370830611184822,0.017859252560734718,0.015536781316100923,0.01989785921706755,0
17.251304626464844,17.261230448870354,16.898636445809267,17.057756059094654,403239200,0.008467550903926035,-0.0021172037200118954,0.015522390572517758,0.00444359478160683,0.020077441253645745,0
16.937719345092773,17.233935253095847,16.896775325731788,17.183686603045434,429354800,-0.01817748211871506,-0.01475879780785394,0.01748637115428905,0.008467550903926035,-0.005579753045121483,0
17.075124740600586,17.20850049556836,16.927792868393958,17.061788159011268,554878800,0.008112390618139509,0.018181216424226987,0.012859651395583548,-0.01817748211871506,-0.024501878785807785,0
15.71036148071289,15.974008756876577,15.572952081216453,15.780460136045445,1065523200,-0.07992698622239713,-0.07753113663384792,0.03770844003818762,0.008112390618139509,0.015536781316100923,1
15.532010078430176,15.737346449763985,15.465943373864024,15.631266675749814,502810000,-0.011352469674340115,-0.09203805140739874,0.03626260317049653,-0.07992698622239713,0.00444359478160683,1
15.501921653747559,15.710360657895494,15.406388904735277,15.587530234645321,678501600,-0.001937188073577234,-0.10140583628867095,0.03458237540018104,-0.011352469674340115,0.008467550903926035,1
15.527355194091797,15.55620170675192,15.308682261782305,15.359240686779412,464797200,0.001640670164146485,-0.08326765382433787,0.03604241642962598,-0.001937188073577234,-0.01817748211871506,1
15.55620002746582,15.74850953893599,15.487032345939486,15.589699680764996,401464000,0.0018576784657440282,-0.08895540947487923,0.0350614555318436,0.001640670164146485,0.008112390618139509,1
15.781387329101562,15.802169936852112,15.594352141909884,15.690196307527534,376681200,0.014475726799485278,0.0045209557065806205,0.009272701140704586,0.0018576784657440282,-0.07992698622239713,1
15.89925479888916,15.982691684566639,15.702603556134363,15.712219612068724,328344800,0.007468764775213632,0.023644378197319682,0.006417192585585948,0.014475726799485278,-0.011352469674340115,1
15.991920471191406,16.02281270220563,15.845264862029795,15.915473114530624,257765200,0.005828302865409807,0.0316089081333597,0.005240804280367918,0.007468764775213632,-0.001937188073577234,1
16.215646743774414,16.317057183178058,16.143880381382544,16.268692460759,370280400,0.013989956552500349,0.04432767467987819,0.00542954206928306,0.005828302865409807,0.001640670164146485,1
16.506153106689453,16.59976302631733,16.163230578637634,16.18382429435596,345559200,0.017915188182461517,0.06106588225571841,0.005091163792516523,0.013989956552500349,0.0018576784657440282,1
16.72364044189453,16.77949243921473,16.522065990890653,16.55670269468288,282256800,0.013176137032010038,0.05970660836993802,0.004960561074302035,0.017915188182461517,0.014475726799485278,1
16.72239112854004,16.83597152443737,16.638768107815782,16.754531524321486,308100800,-7.470343307325322e-05,0.05177200693131789,0.0072010607660340535,0.013176137032010038,0.007468764775213632,0
16.987932205200195,17.001036995166125,16.668722918279567,16.683075862834063,307398000,0.015879372430594563,0.06228218404431485,0.007089141138624357,-7.470343307325322e-05,0.005828302865409807,0
16.974201202392578,17.036297311112687,16.88745862269669,16.92677299343777,272924400,-0.0008082798213319142,0.04677916771401014,0.008980011648242735,0.015879372430594563,0.013989956552500349,0
17.036609649658203,17.198864757191917,17.02475134709974,17.03692127171813,260251600,0.0036766647526735863,0.03213689704318634,0.007698500235101646,-0.0008082798213319142,0.017915188182461517,0
16.76763153076172,17.064685558705257,16.67339839018934,16.997910143555725,313768000,-0.01578824216952579,0.0026304732525213037,0.011335071596507403,0.0036766647526735863,0.013176137032010038,0
16.57355308532715,16.756091943025368,16.506466026533342,16.630966529527633,305858000,-0.011574589117044676,-0.008900523978228714,0.01259683941559619,-0.01578824216952579,-7.470343307325322e-05,0
16.389453887939453,16.68026722911539,16.36917179333646,16.624725185477416,278784800,-0.011108010240162725,-0.03522961535468938,0.008174530450969941,-0.011574589117044676,0.015879372430594563,1
16.461219787597656,16.53517252506289,16.301149388977603,16.32392779197937,288909600,0.004378785293817078,-0.03022124037993701,0.009411429382686525,-0.011108010240162725,-0.0008082798213319142,1
16.289918899536133,16.524253699371606,16.256843632633363,16.518326214266146,231952000,-0.010406330167013866,-0.04382860002530198,0.007714787509749035,0.004378785293817078,0.0036766647526735863,1
